epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.8021978139877319,0.03382926806807518,1e-05,0.798561155796051,0.03165622428059578
1,0.8241758346557617,0.02725192718207836,1e-05,0.8129496574401855,0.029727809131145477
2,0.8168498277664185,0.02766132354736328,1e-05,0.798561155796051,0.03024166077375412
3,0.8168498277664185,0.029213448986411095,1e-05,0.8201438784599304,0.03093988448381424
4,0.8479853272438049,0.0251625906676054,1e-05,0.8201438784599304,0.032945666462183
